"AnimalID","feedlot","cohort","set13","brd50","inductionweight","mix_final","BVDV_PI_origin_FINAL","age_ind_est_m","PV_pre2_final","BVDV1","BVDV_binary","mix_final_v1","BVDV_PI_origin_FINAL_v1","age","weight"
"982 000143671912","9","MG09","MG09QBBL0210",0,409,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.409
"982 000143671991","9","MG09","MG09QFWM0028",0,443,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.443
"982 000143671998","9","MG09","MG09QBBL0210",0,427,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.427
"982 000143672009","9","MG09","MG09QBBL0210",0,417,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.417
"982 000143672041","9","MG09","MG09QBBL0210",0,384,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.384
"982 000143672061","9","MG09","MG09QBBL0210",0,396,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.396
"982 000143672155","9","MG09","MG09QBBL0210",0,387,"yes no 2-3","no BVDV in cohort",22,"0","2",1,"yes no","no BVDV in cohort",0.22,0.387
"982 000143672210","9","MG09","MG09QBBL0210",0,406,"yes no 2-3","no BVDV in cohort",22,"0","0",0,"yes no","no BVDV in cohort",0.22,0.406
"982 000143672281","9","MG09","MG09QBBL0210",0,412,"yes no 2-3","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.412
"982 000143672308","9","MG09","MG09QBBL0210",0,423,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.423
"982 000143672368","9","MG09","MG09QBBL0210",0,418,"yes no 2-3","no BVDV in cohort",22,"0","3",1,"yes no","no BVDV in cohort",0.22,0.418
"982 000143694736","4","CR18","CR18NG433642",0,428,"no no 10+","PI animals in original group",31,"0","4",1,"no no","PI animal before cohort",0.31,0.428
"982 000143731129","4","CR12","CR12NC023558",1,468,"yes no 10+","TI but no PI in cohort",20,"0","3",1,"yes no","TI but no PI in cohort",0.2,0.468
"982 000143913625","2","BC13","BC13QKPA0041",1,420,"yes no 4-9","PI animals in original group",24,"0","0",0,"yes no","PI animal before cohort",0.24,0.42
"982 000143914015","2","BC13","BC13QKPA0041",1,448,"yes no 4-9","PI animals in original group",24,"0","5",1,"yes no","PI animal before cohort",0.24,0.448
"982 000143922475","4","CR17","CR17NA283823",0,454,"yes no 4-9","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.454
"982 000145008055","2","BC16","BC16QKIL0248",1,420,"yes no 4-9","TI but no PI in cohort",25,"0","0",0,"yes no","TI but no PI in cohort",0.25,0.42
"982 000145009758","2","BC16","BC16QKIL0248",0,458,"yes no 4-9","TI but no PI in cohort",25,"0","3",1,"yes no","TI but no PI in cohort",0.25,0.458
"982 000145013318","2","BC16","BC16QKIL0248",0,434,"yes no 4-9","TI but no PI in cohort",25,"0","0",0,"yes no","TI but no PI in cohort",0.25,0.434
"982 000145016377","10","PC03","PC033WLAA054",1,388,"no no 10+","PI animal in cohort",16,"0","4",1,"no no","PI animal in cohort",0.16,0.388
"982 000145224840","8","KW12","KW12QJJD0200",0,406,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.406
"982 000145534888","2","BC17","BC17QKWR0198",0,464,"yes no 10+","PI animal in cohort",27,"0","3",1,"yes no","PI animal in cohort",0.27,0.464
"982 000145590165","8","KW13","KW13QKTA0504",0,374,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.374
"982 000145592274","8","KW13","KW13QKTA0504",0,400,"yes no no","no BVDV in cohort",15,"0","4",1,"yes no","no BVDV in cohort",0.15,0.4
"982 000145614061","10","PC07","PC073WARC033",1,431,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.431
"982 000145627030","10","PC07","PC073WARC033",1,465,"yes no 4-9","no BVDV in cohort",16,"0","4",1,"yes no","no BVDV in cohort",0.16,0.465
"982 000145631216","8","KW13","KW13QKTA0504",0,374,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.374
"982 000145663409","2","BC12","BC12QAWD0302",0,428,"no no no","no BVDV in cohort",19,"0","0",0,"no no","no BVDV in cohort",0.19,0.428
"982 000145670828","7","JL13","JL13NK080450",1,454,"yes no 2-3","no BVDV in cohort",23,"0","0",0,"yes no","no BVDV in cohort",0.23,0.454
"982 000145670964","7","JL13","JL13NK080450",0,482,"yes no 2-3","no BVDV in cohort",23,"0","0",0,"yes no","no BVDV in cohort",0.23,0.482
"982 000145684025","4","CR11","CR11NE431707",0,407,"yes no 4-9","PI animal in cohort",16,"1","5",1,"yes no","PI animal in cohort",0.16,0.407
"982 000145692663","4","CR14","CR14NI023786",1,417,"yes no 10+","TI but no PI in cohort",21,"0","4",1,"yes no","TI but no PI in cohort",0.21,0.417
"982 000145750483","8","KW12","KW12QJJD0200",0,434,"yes no 2-3","no BVDV in cohort",13,"1","5",1,"yes no","no BVDV in cohort",0.13,0.434
"982 000145770893","8","KW13","KW13QKTA0504",0,384,"yes no no","no BVDV in cohort",15,"0","4",1,"yes no","no BVDV in cohort",0.15,0.384
"982 000145874160","14","YB06","YB06SA162317",0,426,"yes no 4-9","PI animals in original group",18,"0","3",1,"yes no","PI animal before cohort",0.18,0.426
"982 000145898433","2","BC11","BC11QGST0112",0,448,"yes no 4-9","PI animal in cohort",11,"1","5",1,"yes no","PI animal in cohort",0.11,0.448
"982 000146112506","2","BC17","BC17QKWR0198",0,470,"yes no 10+","PI animal in cohort",27,"0","4",1,"yes no","PI animal in cohort",0.27,0.47
"982 000146123247","2","BC17","BC17QKWR0198",0,442,"yes no 10+","PI animal in cohort",27,"0","5",1,"yes no","PI animal in cohort",0.27,0.442
"982 000146163021","4","CR17","CR17NA283823",0,438,"yes no 4-9","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.438
"982 000146193851","10","PC12","PC123DTNT072",0,407,"yes no 4-9","no BVDV in cohort",19,"0","0",0,"yes no","no BVDV in cohort",0.19,0.407
"982 000146194584","10","PC12","PC123DTNT072",1,406,"yes no 4-9","no BVDV in cohort",19,"0","0",0,"yes no","no BVDV in cohort",0.19,0.406
"982 000146240423","8","KW13","KW13QKTA0504",0,362,"yes no no","no BVDV in cohort",15,"0","4",1,"yes no","no BVDV in cohort",0.15,0.362
"982 000146367446","8","KW12","KW12QJJD0200",0,400,"yes no 2-3","no BVDV in cohort",13,"1","5",1,"yes no","no BVDV in cohort",0.13,0.4
"982 000146373684","8","KW13","KW13QKTA0504",0,402,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.402
"982 000146374254","8","KW12","KW12QJJD0200",1,398,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.398
"982 000146388734","8","KW12","KW12QJJD0200",0,422,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.422
"982 000146418814","14","YB06","YB063MHDF012",1,484,"yes no 4-9","PI animal in group_28",20,"1","4",1,"yes no","PI animal before cohort",0.2,0.484
"982 000146600772","8","KW13","KW13QKTA0504",0,330,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.33
"982 000147192394","4","CR09","CR09NB045624",1,386,"no no 4-9","TI but no PI in cohort",16,"0","5",1,"no no","TI but no PI in cohort",0.16,0.386
"982 000147226250","4","CR10","CR10NB045624",1,402,"no no 10+","PI animal in cohort",18,"0","4",1,"no no","PI animal in cohort",0.18,0.402
"982 000147228040","4","CR09","CR09NB045624",1,397,"no no 4-9","TI but no PI in cohort",16,"0","5",1,"no no","TI but no PI in cohort",0.16,0.397
"982 000147230807","4","CR09","CR09NB045624",0,400,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.4
"982 000147232675","4","CR10","CR10NB045624",1,400,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.4
"982 000147235699","4","CR10","CR10NB045624",1,380,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.38
"982 000147236406","4","CR10","CR10NB045624",1,390,"no no 10+","PI animal in cohort",18,"0","1",1,"no no","PI animal in cohort",0.18,0.39
"982 000147250651","4","CR11","CR11NH508167",1,468,"no no 4-9","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.468
"982 000147290911","10","PC09","PC09NF300207",1,355,"no no 4-9","no BVDV in cohort",34,"0","3",1,"no no","no BVDV in cohort",0.34,0.355
"982 000147291643","10","PC09","PC09NF300207",0,401,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.401
"982 000147291896","10","PC09","PC09NF300207",0,401,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.401
"982 000147292070","10","PC09","PC09NF300207",1,426,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.426
"982 000147292105","10","PC09","PC09NF300207",0,330,"no no 4-9","no BVDV in cohort",34,"0","4",1,"no no","no BVDV in cohort",0.34,0.33
"982 000147307814","10","PC09","PC09NF300207",1,360,"no no 4-9","no BVDV in cohort",34,"0","5",1,"no no","no BVDV in cohort",0.34,0.36
"982 000147375126","4","CR11","CR11NH508167",1,419,"no no 4-9","PI animal in cohort",19,"0","5",1,"no no","PI animal in cohort",0.19,0.419
"982 000147532805","10","PC09","PC09NF300207",1,399,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.399
"982 000147561198","4","CR11","CR11NH508167",0,463,"no no 4-9","PI animal in cohort",19,"0","4",1,"no no","PI animal in cohort",0.19,0.463
"982 000147615342","7","JL05","JL05ND292020",0,420,"yes no 4-9","TI but no PI in cohort",18,"0","4",1,"yes no","TI but no PI in cohort",0.18,0.42
"982 000147625693","7","JL17","JL17NI621153",1,456,"no no 2-3","PI animal in cohort",13,"0","0",0,"no no","PI animal in cohort",0.13,0.456
"982 000147628308","7","JL17","JL17NI621153",1,418,"no no 2-3","PI animal in cohort",13,"0","0",0,"no no","PI animal in cohort",0.13,0.418
"982 000147630318","7","JL17","JL17NI621153",1,466,"no no 2-3","PI animal in cohort",13,"0","0",0,"no no","PI animal in cohort",0.13,0.466
"982 000147630466","7","JL17","JL17NI621153",1,394,"no no 2-3","PI animal in cohort",13,"0","0",0,"no no","PI animal in cohort",0.13,0.394
"982 000147631359","7","JL17","JL17NI621153",1,444,"no no 2-3","PI animal in cohort",13,"0","0",0,"no no","PI animal in cohort",0.13,0.444
"982 000147637862","7","JL17","JL17NI621153",1,444,"no no 2-3","PI animal in cohort",13,"0","0",0,"no no","PI animal in cohort",0.13,0.444
"982 000147766923","9","MG14","MG14NA410386",1,453,"yes no no","no BVDV in cohort",25,"0","4",1,"yes no","no BVDV in cohort",0.25,0.453
"982 000147858829","10","PC09","PC09NF300207",1,350,"no no 4-9","no BVDV in cohort",34,"0","4",1,"no no","no BVDV in cohort",0.34,0.35
"982 000147885056","14","YB06","YB063MHDF012",0,448,"yes no 4-9","PI animal in group_28",20,"1","5",1,"yes no","PI animal before cohort",0.2,0.448
"982 000147885425","14","YB06","YB063MHDF012",0,448,"yes no 4-9","PI animal in group_28",20,"1","4",1,"yes no","PI animal before cohort",0.2,0.448
"982 000147890690","4","CR10","CR10NB045624",0,407,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.407
"982 000147890704","4","CR09","CR09NB045624",1,419,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.419
"982 000147890892","4","CR10","CR10NB045624",1,401,"no no 10+","PI animal in cohort",18,"0","0",0,"no no","PI animal in cohort",0.18,0.401
"982 000147891159","4","CR09","CR09NB045624",0,409,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.409
"982 000147891177","4","CR10","CR10NB045624",1,430,"no no 10+","PI animal in cohort",18,"0","4",1,"no no","PI animal in cohort",0.18,0.43
"982 000147891325","4","CR10","CR10NB045624",0,398,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.398
"982 000147891333","4","CR09","CR09NB045624",1,432,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.432
"982 000147929034","4","CR18","CR18ND521655",1,465,"yes no 10+","PI animal in cohort",27,"0","0",0,"yes no","PI animal in cohort",0.27,0.465
"982 000147934175","2","BC14","BC14QIMW0168",1,460,"no no 10+","no BVDV in cohort",23,"0","0",0,"no no","no BVDV in cohort",0.23,0.46
"982 000147941309","2","BC14","BC14QIMW0168",0,450,"no no 10+","no BVDV in cohort",23,"0","0",0,"no no","no BVDV in cohort",0.23,0.45
"982 000147941381","2","BC14","BC14QIMW0168",0,420,"no no 10+","no BVDV in cohort",23,"0","0",0,"no no","no BVDV in cohort",0.23,0.42
"982 000148118297","8","KW13","KW13QKTA0504",0,394,"yes no no","no BVDV in cohort",15,"0","4",1,"yes no","no BVDV in cohort",0.15,0.394
"982 000148140261","4","CR06","CR06NJ020958",1,413,"no no 10+","PI animal in cohort",22,"0","0",0,"no no","PI animal in cohort",0.22,0.413
"982 000148271211","4","CR21","CR21NB433061",0,497,"yes no 10+","TI but no PI in cohort",29,"0","0",0,"yes no","TI but no PI in cohort",0.29,0.497
"982 000148448247","4","CR06","CR06NJ020958",1,413,"no no 10+","PI animal in cohort",22,"0","3",1,"no no","PI animal in cohort",0.22,0.413
"982 000148454774","4","CR06","CR06NJ020958",1,425,"no no 10+","PI animal in cohort",22,"0","0",0,"no no","PI animal in cohort",0.22,0.425
"982 000148475067","4","CR06","CR06NJ020958",1,445,"no no 10+","PI animal in cohort",22,"0","0",0,"no no","PI animal in cohort",0.22,0.445
"982 000148475385","4","CR06","CR06NJ020958",1,458,"no no 10+","PI animal in cohort",22,"0","0",0,"no no","PI animal in cohort",0.22,0.458
"982 000148475403","4","CR06","CR06NJ020958",1,467,"no no 10+","PI animal in cohort",22,"0","0",0,"no no","PI animal in cohort",0.22,0.467
"982 000148707603","4","CR06","CR06NJ020958",0,449,"no no 10+","PI animal in cohort",22,"0","0",0,"no no","PI animal in cohort",0.22,0.449
"982 000148892244","4","CR17","CR17NA283823",0,466,"yes no 4-9","PI animal in cohort",23,"0","5",1,"yes no","PI animal in cohort",0.23,0.466
"982 000149201843","10","PC09","PC09NF300207",1,350,"no no 4-9","no BVDV in cohort",34,"0","2",1,"no no","no BVDV in cohort",0.34,0.35
"982 000149201981","10","PC09","PC09NF300207",1,330,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.33
"982 000149202071","10","PC09","PC09NF300207",1,327,"no no 4-9","no BVDV in cohort",34,"0","4",1,"no no","no BVDV in cohort",0.34,0.327
"982 000149204287","10","PC09","PC09NF300207",1,328,"no no 4-9","no BVDV in cohort",34,"0","4",1,"no no","no BVDV in cohort",0.34,0.328
"982 000149204542","10","PC09","PC09NF300207",1,372,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.372
"982 000149204826","10","PC09","PC09NF300207",0,350,"no no 4-9","no BVDV in cohort",34,"0","5",1,"no no","no BVDV in cohort",0.34,0.35
"982 000149557123","10","PC15","PC15NH340683",1,468,"no no 10+","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.468
"982 000149557784","10","PC15","PC15NH340683",1,463,"no no 10+","TI but no PI in cohort",18,"0","4",1,"no no","TI but no PI in cohort",0.18,0.463
"982 000149570062","10","PC15","PC15NH340683",1,476,"no no 10+","TI but no PI in cohort",18,"0","0",0,"no no","TI but no PI in cohort",0.18,0.476
"982 000149626051","10","PC09","PC09NF300207",1,350,"no no 4-9","no BVDV in cohort",34,"0","5",1,"no no","no BVDV in cohort",0.34,0.35
"982 000149626281","10","PC09","PC09NF300207",1,341,"no no 4-9","no BVDV in cohort",34,"0","4",1,"no no","no BVDV in cohort",0.34,0.341
"982 000149641359","4","CR19","CR19NE520312",0,486,"no no 10+","PI animal in cohort",15,"0","4",1,"no no","PI animal in cohort",0.15,0.486
"982 000149908155","4","CR14","CR14NI023786",1,450,"yes no 10+","TI but no PI in cohort",21,"0","1",1,"yes no","TI but no PI in cohort",0.21,0.45
"982 000150289758","8","KW16","KW16QAJD2314",0,402,"yes yes no","no BVDV in cohort",23,"1","5",1,"yes yes","no BVDV in cohort",0.23,0.402
"982 000150294863","8","KW16","KW16QAJD2314",0,444,"yes yes no","no BVDV in cohort",23,"1","5",1,"yes yes","no BVDV in cohort",0.23,0.444
"982 000150362051","8","KW16","KW16QAJD2314",0,512,"yes yes no","no BVDV in cohort",23,"1","5",1,"yes yes","no BVDV in cohort",0.23,0.512
"982 000150525488","2","BC11","BC11QGST0112",1,442,"yes no 4-9","PI animal in cohort",11,"1","0",0,"yes no","PI animal in cohort",0.11,0.442
"982 000150536583","4","CR18","CR18NI520205",0,478,"no no 10+","PI animal in cohort",28,"0","5",1,"no no","PI animal in cohort",0.28,0.478
"982 000150672159","2","BC11","BC11QGST0112",1,448,"yes no 4-9","PI animal in cohort",11,"1","4",1,"yes no","PI animal in cohort",0.11,0.448
"982 000150686478","4","CR12","CR12NC023558",0,438,"yes no 10+","TI but no PI in cohort",20,"0","0",0,"yes no","TI but no PI in cohort",0.2,0.438
"982 000150730920","2","BC11","BC11QGST0112",1,442,"yes no 4-9","PI animal in cohort",11,"1","5",1,"yes no","PI animal in cohort",0.11,0.442
"982 000150748852","4","CR19","CR19NK213559",0,464,"yes no 10+","PI animal in cohort",16,"0","4",1,"yes no","PI animal in cohort",0.16,0.464
"982 000150750359","4","CR19","CR19NK213559",0,463,"yes no 10+","PI animal in cohort",16,"0","4",1,"yes no","PI animal in cohort",0.16,0.463
"982 000150750727","4","CR19","CR19NK213559",0,490,"yes no 10+","PI animal in cohort",16,"0","4",1,"yes no","PI animal in cohort",0.16,0.49
"982 000150750835","4","CR19","CR19NK213559",0,469,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.469
"982 000150750907","4","CR19","CR19NK213559",0,468,"yes no 10+","PI animal in cohort",16,"0","4",1,"yes no","PI animal in cohort",0.16,0.468
"982 000150750970","4","CR19","CR19NK213559",0,461,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.461
"982 000150751316","4","CR19","CR19NK213559",0,457,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.457
"982 000150773360","4","CR07","CR07ND430235",0,455,"no no 10+","PI animal in cohort",24,"0","4",1,"no no","PI animal in cohort",0.24,0.455
"982 000150832832","8","KW13","KW13QKTA0504",0,372,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.372
"982 000150931946","4","CR18","CR18NI520205",0,475,"no no 10+","PI animal in cohort",28,"0","3",1,"no no","PI animal in cohort",0.28,0.475
"982 000150933085","4","CR18","CR18NI520205",1,405,"no no 10+","PI animal in cohort",28,"0","5",1,"no no","PI animal in cohort",0.28,0.405
"982 000151013220","7","JL09","JL09NG083136",0,392,"yes no 2-3","no BVDV in cohort",26,"0","3",1,"yes no","no BVDV in cohort",0.26,0.392
"982 000151098516","8","KW16","KW16QAJD2314",0,424,"yes yes no","no BVDV in cohort",23,"1","0",0,"yes yes","no BVDV in cohort",0.23,0.424
"982 000151111790","10","PC09","PC09NF300207",1,341,"no no 4-9","no BVDV in cohort",34,"0","0",0,"no no","no BVDV in cohort",0.34,0.341
"982 000151364699","14","YB07","YB07SA551689",0,508,"yes yes no","TI but no PI in cohort",24,"0","1",1,"yes yes","TI but no PI in cohort",0.24,0.508
"982 000151365085","14","YB07","YB07SA551689",0,484,"yes yes no","TI but no PI in cohort",24,"0","4",1,"yes yes","TI but no PI in cohort",0.24,0.484
"982 000151367799","14","YB07","YB07SA551689",0,514,"yes yes no","TI but no PI in cohort",24,"0","3",1,"yes yes","TI but no PI in cohort",0.24,0.514
"982 000151463525","14","YB05","YB053GLES010",0,438,"yes no 2-3","PI animal in cohort",17,"0","5",1,"yes no","PI animal in cohort",0.17,0.438
"982 000151591357","4","CR10","CR10NB045624",0,411,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.411
"982 000151591563","4","CR10","CR10NB045624",0,402,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.402
"982 000151592790","4","CR09","CR09NB045624",0,446,"no no 4-9","TI but no PI in cohort",16,"0","5",1,"no no","TI but no PI in cohort",0.16,0.446
"982 000151594518","4","CR09","CR09NB045624",0,382,"no no 4-9","TI but no PI in cohort",16,"0","5",1,"no no","TI but no PI in cohort",0.16,0.382
"982 000151597233","4","CR09","CR09NB045624",0,419,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.419
"982 000151605641","4","CR09","CR09NB045624",0,403,"no no 4-9","TI but no PI in cohort",16,"0","5",1,"no no","TI but no PI in cohort",0.16,0.403
"982 000151606426","4","CR10","CR10NB045624",0,406,"no no 10+","PI animal in cohort",18,"0","2",1,"no no","PI animal in cohort",0.18,0.406
"982 000151606682","4","CR10","CR10NB045624",1,427,"no no 10+","PI animal in cohort",18,"0","5",1,"no no","PI animal in cohort",0.18,0.427
"982 000151607202","4","CR09","CR09NB045624",0,388,"no no 4-9","TI but no PI in cohort",16,"0","0",0,"no no","TI but no PI in cohort",0.16,0.388
"982 000151900286","10","PC07","PC07NH320324",1,454,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.454
"982 000151901695","4","CR21","CR21NE431707",0,431,"yes no 10+","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.431
"982 000151912574","10","PC07","PC07NH320324",1,455,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.455
"982 000151921815","10","PC07","PC07NH320324",1,467,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.467
"982 000151922047","10","PC07","PC07NH320324",1,471,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.471
"982 000151922312","10","PC07","PC07NH320324",1,474,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.474
"982 000151922389","10","PC07","PC07NH320324",1,427,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.427
"982 000151922863","10","PC07","PC07NH320324",0,483,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.483
"982 000151923138","10","PC07","PC07NH320324",1,454,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.454
"982 000151928840","10","PC07","PC07NH320324",1,481,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.481
"982 000151928887","10","PC07","PC07NH320324",1,455,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.455
"982 000151929158","10","PC07","PC07NH320324",1,460,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.46
"982 000151929168","10","PC07","PC07NH320324",1,405,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.405
"982 000151929254","10","PC07","PC07NH320324",0,419,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.419
"982 000151929275","10","PC07","PC07NH320324",1,437,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.437
"982 000152103378","10","PC17","PC17SA202331",1,425,"no no 10+","TI but no PI in cohort",21,"0","0",0,"no no","TI but no PI in cohort",0.21,0.425
"982 000152306055","10","PC12","PC123DTDC045",1,459,"yes no 4-9","no BVDV in cohort",22,"0","0",0,"yes no","no BVDV in cohort",0.22,0.459
"982 000152316175","10","PC07","PC07NH320324",1,431,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.431
"982 000152320066","10","PC07","PC07NH320324",0,464,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.464
"982 000152320590","10","PC07","PC07NH320324",1,479,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.479
"982 000152343931","4","CR11","CR11NE431707",1,419,"yes no 4-9","PI animal in cohort",16,"1","3",1,"yes no","PI animal in cohort",0.16,0.419
"982 000152366935","4","CR16","CR16NA160006",1,426,"no no 2-3","PI animals in original group",13,"0","4",1,"no no","PI animal before cohort",0.13,0.426
"982 000152371364","10","PC15","PC15NI540556",1,456,"no no 10+","TI but no PI in cohort",19,"0","5",1,"no no","TI but no PI in cohort",0.19,0.456
"982 000152382894","10","PC15","PC15NI540556",1,480,"no no 10+","TI but no PI in cohort",19,"0","4",1,"no no","TI but no PI in cohort",0.19,0.48
"982 000152393682","4","CR16","CR16NA160006",1,475,"no no 2-3","PI animals in original group",13,"0","3",1,"no no","PI animal before cohort",0.13,0.475
"982 000152398047","10","PC15","PC15NI540556",1,466,"no no 10+","TI but no PI in cohort",19,"0","1",1,"no no","TI but no PI in cohort",0.19,0.466
"982 000152398117","4","CR16","CR16NA160006",0,410,"no no 2-3","PI animals in original group",13,"0","5",1,"no no","PI animal before cohort",0.13,0.41
"982 000152433795","8","KW16","KW16QAJD2314",0,470,"yes yes no","no BVDV in cohort",23,"1","5",1,"yes yes","no BVDV in cohort",0.23,0.47
"982 000152600385","4","CR16","CR16NA160006",1,434,"no no 2-3","PI animals in original group",13,"0","4",1,"no no","PI animal before cohort",0.13,0.434
"982 000152600660","4","CR16","CR16NA160006",0,417,"no no 2-3","PI animals in original group",13,"0","5",1,"no no","PI animal before cohort",0.13,0.417
"982 000152607486","4","CR16","CR16NA160006",1,433,"no no 2-3","PI animals in original group",13,"0","4",1,"no no","PI animal before cohort",0.13,0.433
"982 000152607627","4","CR16","CR16NA160006",1,435,"no no 2-3","PI animals in original group",13,"0","5",1,"no no","PI animal before cohort",0.13,0.435
"982 000152607778","4","CR16","CR16NA160006",1,413,"no no 2-3","PI animals in original group",13,"0","4",1,"no no","PI animal before cohort",0.13,0.413
"982 000152607868","4","CR16","CR16NA160006",1,400,"no no 2-3","PI animals in original group",13,"0","5",1,"no no","PI animal before cohort",0.13,0.4
"982 000152607884","4","CR16","CR16NA160006",1,423,"no no 2-3","PI animals in original group",13,"0","4",1,"no no","PI animal before cohort",0.13,0.423
"982 000152607934","4","CR16","CR16NA160006",0,445,"no no 2-3","PI animals in original group",13,"0","4",1,"no no","PI animal before cohort",0.13,0.445
"982 000152608132","10","PC15","PC15NI540556",1,486,"no no 10+","TI but no PI in cohort",19,"0","0",0,"no no","TI but no PI in cohort",0.19,0.486
"982 000152608705","4","CR16","CR16NA160006",1,395,"no no 2-3","PI animals in original group",13,"0","5",1,"no no","PI animal before cohort",0.13,0.395
"982 000152608792","10","PC15","PC15NI540556",1,467,"no no 10+","TI but no PI in cohort",19,"0","5",1,"no no","TI but no PI in cohort",0.19,0.467
