"","AnimalID","feedlot","cohort","Y","A","age","weight","mix_hist","PIgroup","PV_vacc","ps.re","ps.fe"
"726","982 000122802375",7,"JL13",0,0,0.23,0.49,"yes no","no BVDV in cohort",0,0.546556924228766,0.52045337575906
"764","982 000124591040",7,"JL05",1,1,0.18,0.416,"yes no","TI but no PI in cohort",0,0.715860697742599,0.712199354292829
"782","982 000134425122",7,"JL09",1,0,0.26,0.392,"yes no","no BVDV in cohort",0,0.62679356658748,0.607283583404828
"801","982 000134517502",7,"JL09",1,0,0.26,0.394,"yes no","no BVDV in cohort",0,0.625123779992357,0.605447515741781
"802","982 000134517693",7,"JL09",1,0,0.26,0.422,"yes no","no BVDV in cohort",0,0.601449713530938,0.579451500157766
"829","982 000136168963",7,"JL06",0,0,0.21,0.376,"yes no","PI animal in cohort",0,0.81258192053152,0.811118437683427
"830","982 000136169349",7,"JL06",0,1,0.21,0.32,"yes no","PI animal in cohort",0,0.84111717080432,0.841932944087362
"881","982 000136931117",7,"JL04",1,0,0.17,0.39,"no no","no BVDV in cohort",0,0.384253052962684,0.379793935799921
"896","982 000137941154",7,"JL09",0,0,0.26,0.458,"yes no","no BVDV in cohort",0,0.570315305432914,0.545389451820717
"913","982 000138634920",7,"JL04",1,0,0.17,0.392,"no no","no BVDV in cohort",0,0.38256706034094,0.377983670733898
"914","982 000138635289",7,"JL04",1,1,0.17,0.392,"no no","no BVDV in cohort",0,0.38256706034094,0.377983670733898
"915","982 000138635460",7,"JL04",0,0,0.17,0.376,"no no","no BVDV in cohort",0,0.396130961533657,0.3925570995891
"916","982 000138635598",7,"JL04",1,0,0.17,0.392,"no no","no BVDV in cohort",0,0.38256706034094,0.377983670733898
"917","982 000138635822",7,"JL04",1,1,0.17,0.402,"no no","no BVDV in cohort",0,0.374180130677849,0.368984140440586
"918","982 000138636186",7,"JL04",0,1,0.17,0.37,"no no","no BVDV in cohort",0,0.401260150263189,0.398073427350282
"919","982 000138636254",7,"JL04",1,0,0.17,0.448,"no no","no BVDV in cohort",0,0.33662841974812,0.328825387834942
"924","982 000138772272",7,"JL04",1,1,0.17,0.416,"no no","no BVDV in cohort",0,0.362565232894159,0.356537549797493
"925","982 000138772289",7,"JL04",0,1,0.17,0.392,"no no","no BVDV in cohort",0,0.38256706034094,0.377983670733898
"926","982 000138786469",7,"JL04",1,0,0.17,0.406,"no no","no BVDV in cohort",0,0.370846094689997,0.365409300624388
"927","982 000138787234",7,"JL04",1,1,0.17,0.394,"no no","no BVDV in cohort",0,0.380883889390724,0.37617680068693
"928","982 000138788333",7,"JL04",1,0,0.17,0.388,"no no","no BVDV in cohort",0,0.385941831373849,0.381607551753363
"929","982 000138788449",7,"JL04",1,1,0.17,0.362,"no no","no BVDV in cohort",0,0.408132669230748,0.405468768055151
"930","982 000138788555",7,"JL04",1,0,0.17,0.392,"no no","no BVDV in cohort",0,0.38256706034094,0.377983670733898
"931","982 000138788990",7,"JL04",0,1,0.17,0.404,"no no","no BVDV in cohort",0,0.372511597011337,0.367194894531992
"946","982 000139097530",7,"JL09",0,1,0.16,0.448,"yes no","no BVDV in cohort",0,0.593372944008671,0.573655836645642
"957","982 000139496648",7,"JL03",1,0,0.16,0.414,"no no","TI but no PI in cohort",0,0.473178157371209,0.481602201684553
"968","982 000139541606",7,"JL03",1,0,0.16,0.414,"no no","TI but no PI in cohort",0,0.473178157371209,0.481602201684553
"987","982 000140826653",7,"JL02",0,1,0.25,0.41,"no no","PI animal in cohort",0,0.567489045546654,0.572818392343492
"1021","982 000141380620",7,"JL09",1,1,0.16,0.476,"yes no","no BVDV in cohort",0,0.569075971160228,0.547131941270783
"1035","982 000141790660",7,"JL13",0,1,0.23,0.508,"yes no","no BVDV in cohort",0,0.530607420210424,0.503156861434989
"1047","982 000142022651",7,"JL09",0,0,0.26,0.396,"yes no","no BVDV in cohort",0,0.623451010673954,0.603608467044416
"1048","982 000142022810",7,"JL09",0,0,0.26,0.406,"yes no","no BVDV in cohort",0,0.615043645613004,0.59437017399196
"1131","982 000143534053",7,"JL04",1,0,0.17,0.358,"no no","no BVDV in cohort",0,0.411582629315893,0.40918281374591
"1133","982 000143534576",7,"JL04",0,0,0.17,0.37,"no no","no BVDV in cohort",0,0.401260150263189,0.398073427350282
"1134","982 000143534756",7,"JL04",1,0,0.17,0.436,"no no","no BVDV in cohort",0,0.346249750392798,0.339090905002092
"1135","982 000143534841",7,"JL04",0,1,0.17,0.378,"no no","no BVDV in cohort",0,0.394426236309742,0.390724325087185
"1136","982 000143535170",7,"JL04",1,0,0.17,0.44,"no no","no BVDV in cohort",0,0.343028170686428,0.335651627644392
"1137","982 000143541034",7,"JL04",1,1,0.17,0.364,"no no","no BVDV in cohort",0,0.406411055526298,0.403615765918507
"1199","982 000145670828",7,"JL13",1,0,0.23,0.454,"yes no","no BVDV in cohort",0,0.578139444401389,0.554858847307705
"1200","982 000145670964",7,"JL13",0,0,0.23,0.482,"yes no","no BVDV in cohort",0,0.553616987708869,0.528127465168653
"1236","982 000147615342",7,"JL05",0,1,0.18,0.42,"yes no","TI but no PI in cohort",0,0.712950530605938,0.709035645164836
"1237","982 000147625693",7,"JL17",1,0,0.13,0.456,"no no","PI animal in cohort",0,0.544516741697873,0.551800575046825
"1238","982 000147628308",7,"JL17",1,0,0.13,0.418,"no no","PI animal in cohort",0,0.577871809995517,0.587612423986249
"1239","982 000147630318",7,"JL17",1,0,0.13,0.466,"no no","PI animal in cohort",0,0.535659595944439,0.542270471733257
"1240","982 000147630466",7,"JL17",1,0,0.13,0.394,"no no","PI animal in cohort",0,0.598597332496327,0.609785988718415
"1241","982 000147631359",7,"JL17",1,0,0.13,0.444,"no no","PI animal in cohort",0,0.555107780079054,0.56318608219723
"1242","982 000147637862",7,"JL17",1,0,0.13,0.444,"no no","PI animal in cohort",0,0.555107780079054,0.56318608219723
"1300","982 000151013220",7,"JL09",0,1,0.26,0.392,"yes no","no BVDV in cohort",0,0.62679356658748,0.607283583404828
"1378","982 000152894264",7,"JL17",1,0,0.13,0.456,"no no","PI animal in cohort",0,0.544516741697873,0.551800575046825
"1379","982 000152909018",7,"JL17",0,0,0.13,0.46,"no no","PI animal in cohort",0,0.54097694433743,0.547992699181859
"1380","982 000152910480",7,"JL17",1,0,0.13,0.398,"no no","PI animal in cohort",0,0.595165349568352,0.606119101565813
"1381","982 000152910675",7,"JL17",1,0,0.13,0.422,"no no","PI animal in cohort",0,0.574388618054242,0.583879360197897
"1382","982 000152911134",7,"JL17",1,0,0.13,0.388,"no no","PI animal in cohort",0,0.603727137261882,0.615263018280718
"1383","982 000152911876",7,"JL17",1,0,0.13,0.384,"no no","PI animal in cohort",0,0.607134449022032,0.618898302817863
"1546","982 123459969367",7,"JL17",0,0,0.13,0.392,"no no","PI animal in cohort",0,0.600309728413075,0.611614818211726
"1547","982 123459971895",7,"JL17",1,0,0.13,0.446,"no no","PI animal in cohort",0,0.553345815110423,0.561292783873957
"1548","982 123460005818",7,"JL17",1,0,0.13,0.454,"no no","PI animal in cohort",0,0.546284977683047,0.553702266061292
"1549","982 123460005902",7,"JL17",1,0,0.13,0.424,"no no","PI animal in cohort",0,0.572644226606419,0.582009185313529
"1550","982 123460006081",7,"JL17",0,0,0.13,0.412,"no no","PI animal in cohort",0,0.583082003798421,0.593193051578615
"18","951 000008758452",8,"KW04",0,1,0.13,0.352,"yes no","no BVDV in cohort",0,0.751066474409097,0.751509943531275
"41","951 000010100655",8,"KW12",0,1,0.13,0.404,"yes no","no BVDV in cohort",1,0.715483706015115,0.728752011822924
"46","951 000011497429",8,"KW04",0,1,0.13,0.4,"yes no","no BVDV in cohort",0,0.717713146142757,0.715462491597285
"47","951 000011636298",8,"KW13",0,1,0.15,0.376,"yes no","no BVDV in cohort",0,0.732413270435748,0.73088562474403
"48","951 000011747381",8,"KW04",0,1,0.13,0.368,"yes no","no BVDV in cohort",0,0.740247290652055,0.739841023330703
"49","951 000011757519",8,"KW04",0,1,0.13,0.352,"yes no","no BVDV in cohort",0,0.751066474409097,0.751509943531275
"55","951 000012099846",8,"KW05",0,0,0.15,0.348,"yes no","TI but no PI in cohort",0,0.824994314522134,0.833174558593294
"62","951 000012438739",8,"KW12",0,1,0.13,0.404,"yes no","no BVDV in cohort",1,0.715483706015115,0.728752011822924
"78","951 000013051714",8,"KW05",0,0,0.15,0.366,"yes no","TI but no PI in cohort",0,0.815533144156649,0.823328558942414
"79","951 000013051887",8,"KW05",0,1,0.15,0.346,"yes no","TI but no PI in cohort",0,0.826021602276315,0.834241022552036
"128","951 000013644978",8,"KW05",0,0,0.15,0.34,"yes no","TI but no PI in cohort",0,0.829074898764442,0.83740763847292
"134","951 000013651037",8,"KW13",0,1,0.15,0.406,"yes no","no BVDV in cohort",0,0.710934070660891,0.707595514974996
"135","951 000013663598",8,"KW04",0,1,0.13,0.362,"yes no","no BVDV in cohort",0,0.744340004033335,0.744258190671131
"154","951 000013897338",8,"KW04",0,1,0.13,0.422,"yes no","no BVDV in cohort",0,0.701551500924821,0.697927405709308
"155","951 000013897648",8,"KW04",0,1,0.13,0.358,"yes no","no BVDV in cohort",0,0.747044847373778,0.747175480169017
"215","951 000015631529",8,"KW13",0,1,0.15,0.372,"yes no","no BVDV in cohort",0,0.735199406898185,0.733900917689348
"219","951 000015960225",8,"KW13",0,1,0.15,0.382,"yes no","no BVDV in cohort",0,0.728199347545196,0.726322418934437
"277","982 000041394213",8,"KW04",0,1,0.13,0.38,"yes no","no BVDV in cohort",0,0.73193529570979,0.730859572036226
"312","982 000061553061",8,"KW04",0,1,0.13,0.36,"yes no","no BVDV in cohort",0,0.74569479545341,0.745719592496776
"314","982 000061687547",8,"KW04",0,1,0.13,0.352,"yes no","no BVDV in cohort",0,0.751066474409097,0.751509943531275
"343","982 000079638903",8,"KW03",0,1,0.21,0.458,"yes no","TI but no PI in cohort",0,0.754513926733377,0.757579805582229
"373","982 000094202960",8,"KW04",0,1,0.13,0.38,"yes no","no BVDV in cohort",0,0.73193529570979,0.730859572036226
"426","982 000102416555",8,"KW03",1,1,0.18,0.472,"no no","TI but no PI in cohort",0,0.510068909886082,0.526432600732739
"427","982 000102426861",8,"KW03",0,0,0.18,0.444,"no no","TI but no PI in cohort",0,0.534974196971716,0.553178764311933
"428","982 000102427083",8,"KW03",1,0,0.18,0.446,"no no","TI but no PI in cohort",0,0.53319954722258,0.551276650376521
"429","982 000102427213",8,"KW03",0,0,0.18,0.438,"no no","TI but no PI in cohort",0,0.540292658258882,0.558875555934897
"430","982 000102427531",8,"KW03",1,0,0.18,0.462,"no no","TI but no PI in cohort",0,0.518975843652935,0.536010305986632
"431","982 000102431815",8,"KW03",0,0,0.18,0.48,"no no","TI but no PI in cohort",0,0.502938484893612,0.518756064409361
"432","982 000102432211",8,"KW03",0,0,0.18,0.494,"no no","TI but no PI in cohort",0,0.490459109954248,0.50530297643618
"433","982 000102432259",8,"KW03",0,0,0.18,0.49,"no no","TI but no PI in cohort",0,0.49402411256579,0.509148352547775
"458","982 000106403924",8,"KW13",0,1,0.15,0.388,"yes no","no BVDV in cohort",0,0.72394407637556,0.721711298797688
"461","982 000109338262",8,"KW03",0,1,0.21,0.448,"yes no","TI but no PI in cohort",0,0.761058646612058,0.764573303585255
"507","982 000113736561",8,"KW05",0,0,0.15,0.352,"yes no","TI but no PI in cohort",0,0.822925412815368,0.83102517871086
"513","982 000115388887",8,"KW16",0,1,0.23,0.482,"yes yes","no BVDV in cohort",1,0.643769822609027,0.644177107091147
"518","982 000116619714",8,"KW12",1,1,0.13,0.414,"yes no","no BVDV in cohort",1,0.708169339037158,0.721082602788129
"604","982 000119258720",8,"KW05",0,1,0.15,0.372,"yes no","TI but no PI in cohort",0,0.812292714258678,0.819946698488923
"605","982 000119259345",8,"KW05",0,0,0.15,0.356,"yes no","TI but no PI in cohort",0,0.820837364319834,0.8288537946749
"619","982 000119442139",8,"KW03",0,0,0.18,0.494,"no no","TI but no PI in cohort",0,0.490459109954248,0.50530297643618
"620","982 000119442717",8,"KW03",1,0,0.18,0.478,"no no","TI but no PI in cohort",0,0.504721316539648,0.520676170966533
"642","982 000119848896",8,"KW16",0,0,0.23,0.462,"yes yes","no BVDV in cohort",1,0.659952305451157,0.661607172059963
"686","982 000120381723",8,"KW05",0,1,0.15,0.338,"yes no","TI but no PI in cohort",0,0.830083166803131,0.838452288577156
"695","982 000120835223",8,"KW12",0,1,0.13,0.434,"yes no","no BVDV in cohort",1,0.693214785846842,0.705351691378519
"720","982 000121644977",8,"KW16",1,0,0.23,0.436,"yes yes","no BVDV in cohort",1,0.680439971188754,0.683621626945077
"724","982 000122638093",8,"KW04",0,1,0.13,0.388,"yes no","no BVDV in cohort",0,0.726301229313156,0.724764258757915
"725","982 000122729829",8,"KW12",0,1,0.13,0.418,"yes no","no BVDV in cohort",1,0.705212835839261,0.717977876059864
"744","982 000123548992",8,"KW04",0,1,0.13,0.36,"yes no","no BVDV in cohort",0,0.74569479545341,0.745719592496776
"748","982 000123701870",8,"KW04",0,1,0.13,0.374,"yes no","no BVDV in cohort",0,0.736112287162852,0.735374689263565
"754","982 000124134302",8,"KW16",0,1,0.23,0.504,"yes yes","no BVDV in cohort",1,0.625583237158559,0.624554252880129
"772","982 000124771087",8,"KW16",0,0,0.23,0.42,"yes yes","no BVDV in cohort",1,0.692716167069927,0.696778684294781
"834","982 000136320552",8,"KW13",0,0,0.15,0.352,"yes no","no BVDV in cohort",0,0.748848852750293,0.748650766390306
"873","982 000136757034",8,"KW12",0,1,0.13,0.404,"yes no","no BVDV in cohort",1,0.715483706015115,0.728752011822924
"874","982 000136757147",8,"KW12",0,1,0.13,0.414,"yes no","no BVDV in cohort",1,0.708169339037158,0.721082602788129
"890","982 000137781895",8,"KW16",1,0,0.23,0.52,"yes yes","no BVDV in cohort",1,0.612126773586958,0.610017326007139
"969","982 000139624101",8,"KW12",0,1,0.13,0.428,"yes no","no BVDV in cohort",1,0.697745969299107,0.710125007234893
"1001","982 000141180762",8,"KW16",0,0,0.23,0.454,"yes yes","no BVDV in cohort",1,0.666324692790329,0.668461339472879
"1002","982 000141214190",8,"KW13",0,1,0.15,0.368,"yes no","no BVDV in cohort",0,0.737966912496076,0.736894587704145
"1030","982 000141710526",8,"KW05",0,1,0.15,0.346,"yes no","TI but no PI in cohort",0,0.826021602276315,0.834241022552036
"1031","982 000141710596",8,"KW04",0,1,0.13,0.406,"yes no","no BVDV in cohort",0,0.71335832707542,0.710741265860611
"1032","982 000141715964",8,"KW04",0,1,0.13,0.362,"yes no","no BVDV in cohort",0,0.744340004033335,0.744258190671131
"1033","982 000141717657",8,"KW04",0,1,0.13,0.372,"yes no","no BVDV in cohort",0,0.737495302433074,0.736868907288665
"1067","982 000142371079",8,"KW12",0,1,0.13,0.388,"yes no","no BVDV in cohort",1,0.726953880823018,0.740744016824203
"1068","982 000142374382",8,"KW16",1,0,0.23,0.432,"yes yes","no BVDV in cohort",1,0.683533433848199,0.68693965888513
"1069","982 000142374787",8,"KW16",1,0,0.23,0.41,"yes yes","no BVDV in cohort",1,0.700253910197868,0.704842833347114
"1070","982 000142375414",8,"KW16",1,0,0.23,0.4592661743,"yes yes","no BVDV in cohort",1,0.662136590839264,0.663957251255995
"1073","982 000142408414",8,"KW12",0,1,0.13,0.384,"yes no","no BVDV in cohort",1,0.729775888447947,0.743687587751344
"1076","982 000142468841",8,"KW16",0,0,0.23,0.446,"yes yes","no BVDV in cohort",1,0.672636899033129,0.675244821898564
"1191","982 000145224840",8,"KW12",0,1,0.13,0.406,"yes no","no BVDV in cohort",1,0.714029689825471,0.727228763538721
"1193","982 000145590165",8,"KW13",0,1,0.15,0.374,"yes no","no BVDV in cohort",0,0.733808661550371,0.732395966395793
"1194","982 000145592274",8,"KW13",0,1,0.15,0.4,"yes no","no BVDV in cohort",0,0.715311021900173,0.712347304865316
"1197","982 000145631216",8,"KW13",0,1,0.15,0.374,"yes no","no BVDV in cohort",0,0.733808661550371,0.732395966395793
"1203","982 000145750483",8,"KW12",0,1,0.13,0.434,"yes no","no BVDV in cohort",1,0.693214785846842,0.705351691378519
"1204","982 000145770893",8,"KW13",0,1,0.15,0.384,"yes no","no BVDV in cohort",0,0.726785500014151,0.724790679313073
"1212","982 000146240423",8,"KW13",0,1,0.15,0.362,"yes no","no BVDV in cohort",0,0.742083037195199,0.741344291927921
"1213","982 000146367446",8,"KW12",0,1,0.13,0.4,"yes no","no BVDV in cohort",1,0.718378335850943,0.731782437883818
"1214","982 000146373684",8,"KW13",0,1,0.15,0.402,"yes no","no BVDV in cohort",0,0.713856476149185,0.710768495328885
"1215","982 000146374254",8,"KW12",1,1,0.13,0.398,"yes no","no BVDV in cohort",1,0.719818917454486,0.733289583049737
"1216","982 000146388734",8,"KW12",0,1,0.13,0.422,"yes no","no BVDV in cohort",1,0.702238974436193,0.714852255998054
"1218","982 000146600772",8,"KW13",0,1,0.15,0.33,"yes no","no BVDV in cohort",0,0.7633133482938,0.764236052824765
"1258","982 000148118297",8,"KW13",0,1,0.15,0.394,"yes no","no BVDV in cohort",0,0.719647833547206,0.717052752761917
"1281","982 000150289758",8,"KW16",0,1,0.23,0.402,"yes yes","no BVDV in cohort",1,0.706207270046244,0.711203527269629
"1282","982 000150294863",8,"KW16",0,1,0.23,0.444,"yes yes","no BVDV in cohort",1,0.674205348269657,0.676929402600459
"1283","982 000150362051",8,"KW16",0,1,0.23,0.512,"yes yes","no BVDV in cohort",1,0.618877820799077,0.617312023928244
"1297","982 000150832832",8,"KW13",0,1,0.15,0.372,"yes no","no BVDV in cohort",0,0.735199406898185,0.733900917689348
"1301","982 000151098516",8,"KW16",0,0,0.23,0.424,"yes yes","no BVDV in cohort",1,0.689671713526996,0.693518407781446
"1343","982 000152433795",8,"KW16",0,1,0.23,0.47,"yes yes","no BVDV in cohort",1,0.653521501610592,0.654684503551728
"2","900 024000146122",9,"MG04",0,1,0.27,0.431,"yes no","PI animal in cohort",0,0.912207832413972,0.925478395332808
"3","900 024000148522",9,"MG04",0,1,0.27,0.382,"yes no","PI animal in cohort",0,0.925229853290328,0.937478623117862
"22","951 000009841805",9,"MG06",0,1,0.21,0.499,"yes no","TI but no PI in cohort",0,0.847604647927069,0.867978548294956
"23","951 000009842996",9,"MG06",0,1,0.21,0.5,"yes no","TI but no PI in cohort",0,0.847143468939964,0.86753718142088
"24","951 000009843364",9,"MG06",0,1,0.21,0.435,"yes no","TI but no PI in cohort",0,0.874807602790726,0.893724166429411
"156","951 000013970596",9,"MG01",0,0,0.2,0.477,"yes no","no BVDV in cohort",0,0.795188013543187,0.813659147517554
"163","951 000014171488",9,"MG04",0,1,0.27,0.39,"yes no","PI animal in cohort",0,0.923232270646545,0.935650680340366
"169","951 000014397748",9,"MG05",0,1,0.27,0.459,"yes no","TI but no PI in cohort",0,0.860936860099816,0.879879914505566
"182","951 000014419845",9,"MG11",0,0,0.21,0.487,"yes no","TI but no PI in cohort",0,0.85305011424393,0.873178227778795
"204","951 000015145216",9,"MG11",0,0,0.21,0.467,"yes no","TI but no PI in cohort",0,0.861766993020968,0.881454959119689
"205","951 000015145218",9,"MG11",0,1,0.21,0.443,"yes no","TI but no PI in cohort",0,0.871649796139549,0.89076602802019
"212","951 000015499422",9,"MG05",1,1,0.27,0.402,"yes no","TI but no PI in cohort",0,0.883535816590031,0.901190844985359
"214","951 000015571886",9,"MG04",0,1,0.27,0.384,"yes no","PI animal in cohort",0,0.92473498303724,0.937026232689956
"222","951 000016251329",9,"MG04",0,1,0.27,0.423,"yes no","PI animal in cohort",0,0.914465705978322,0.927572929874739
"223","951 000016251415",9,"MG04",0,1,0.27,0.465,"yes no","PI animal in cohort",0,0.902000771346349,0.915942381786521
"224","951 000016252354",9,"MG04",0,1,0.27,0.387,"yes no","PI animal in cohort",0,0.923987034702586,0.936341919273438
"445","982 000103440004",9,"MG05",0,1,0.27,0.448,"yes no","TI but no PI in cohort",0,0.865566870138584,0.884280142203646
"490","982 000111738895",9,"MG04",0,0,0.19,0.451,"yes no","PI animal in cohort",0,0.9102655975296,0.924373336018167
"516","982 000115641209",9,"MG05",0,1,0.27,0.409,"yes no","TI but no PI in cohort",0,0.880942617654393,0.898767397202638
"519","982 000116794367",9,"MG05",0,1,0.19,0.417,"yes no","TI but no PI in cohort",0,0.882897972421194,0.901485763874529
"632","982 000119500157",9,"MG01",0,1,0.2,0.479,"yes no","no BVDV in cohort",0,0.794024062103173,0.812490027111283
"640","982 000119695108",9,"MG05",0,1,0.19,0.487,"yes no","TI but no PI in cohort",0,0.85452639393655,0.874857650320273
"658","982 000120138122",9,"MG09",0,1,0.22,0.416,"yes no","no BVDV in cohort",0,0.826665742158474,0.844661553820993
"659","982 000120138133",9,"MG09",0,1,0.22,0.412,"yes no","no BVDV in cohort",0,0.828700039488656,0.846669481406354
"660","982 000120138180",9,"MG09",0,1,0.22,0.407,"yes no","no BVDV in cohort",0,0.831216219452457,0.849149444106463
"661","982 000120138244",9,"MG09",0,1,0.22,0.421,"yes no","no BVDV in cohort",0,0.824096080858152,0.842121528447843
"662","982 000120138296",9,"MG09",0,0,0.22,0.402,"yes no","no BVDV in cohort",0,0.833702856660788,0.851596326573262
"663","982 000120138483",9,"MG09",0,1,0.22,0.402,"yes no","no BVDV in cohort",0,0.833702856660788,0.851596326573262
"664","982 000120138557",9,"MG09",0,1,0.22,0.416,"yes no","no BVDV in cohort",0,0.826665742158474,0.844661553820993
"665","982 000120138584",9,"MG09",0,1,0.22,0.391,"yes no","no BVDV in cohort",0,0.839070112748177,0.856864089711365
"666","982 000120138592",9,"MG09",0,1,0.22,0.426,"yes no","no BVDV in cohort",0,0.821496550523343,0.839547859396435
"667","982 000120138729",9,"MG09",0,1,0.22,0.391,"yes no","no BVDV in cohort",0,0.839070112748177,0.856864089711365
"668","982 000120138784",9,"MG09",0,1,0.22,0.396,"yes no","no BVDV in cohort",0,0.836648006903077,0.854489221461057
"669","982 000120138786",9,"MG09",0,1,0.22,0.409,"yes no","no BVDV in cohort",0,0.830213299606532,0.848161440423876
"670","982 000120138835",9,"MG09",0,1,0.22,0.393,"yes no","no BVDV in cohort",0,0.838104771532678,0.855918040107203
"684","982 000120349915",9,"MG11",0,1,0.21,0.504,"yes no","TI but no PI in cohort",0,0.84528730823873,0.865759197535137
"773","982 000124875630",9,"MG04",0,1,0.19,0.387,"yes no","PI animal in cohort",0,0.927243521860965,0.939883060527574
"892","982 000137889292",9,"MG09",0,1,0.22,0.393,"yes no","no BVDV in cohort",0,0.838104771532678,0.855918040107203
"893","982 000137889846",9,"MG09",0,1,0.22,0.396,"yes no","no BVDV in cohort",0,0.836648006903077,0.854489221461057
"894","982 000137890039",9,"MG09",0,1,0.22,0.432,"yes no","no BVDV in cohort",0,0.818337541870903,0.836414783424553
"895","982 000137893192",9,"MG09",0,1,0.22,0.406,"yes no","no BVDV in cohort",0,0.831715906278598,0.849641460261482
"1019","982 000141334922",9,"MG09",0,1,0.22,0.445,"yes no","no BVDV in cohort",0,0.811344196242227,0.82945787729911
"1058","982 000142123165",9,"MG11",0,0,0.21,0.471,"yes no","TI but no PI in cohort",0,0.860059074046575,0.879837911621057
"1059","982 000142124683",9,"MG11",0,1,0.21,0.455,"yes no","TI but no PI in cohort",0,0.86678593784524,0.886193461507865
"1060","982 000142125519",9,"MG11",0,0,0.21,0.479,"yes no","TI but no PI in cohort",0,0.856590240886646,0.876546646819764
"1074","982 000142411294",9,"MG09",0,1,0.22,0.457,"yes no","no BVDV in cohort",0,0.804707063896197,0.82282937795538
"1075","982 000142412060",9,"MG09",0,1,0.22,0.435,"yes no","no BVDV in cohort",0,0.816741800414169,0.834829879463904
"1080","982 000142588722",9,"MG06",0,1,0.21,0.484,"yes no","TI but no PI in cohort",0,0.854386063756294,0.87445049638561
"1095","982 000142760939",9,"MG06",0,1,0.21,0.476,"yes no","TI but no PI in cohort",0,0.857899367618974,0.877789853146294
"1096","982 000142766375",9,"MG06",0,1,0.21,0.452,"yes no","TI but no PI in cohort",0,0.868016332982312,0.887352006527422
"1097","982 000142766827",9,"MG06",0,1,0.21,0.494,"yes no","TI but no PI in cohort",0,0.849893441511221,0.870166709847917
"1098","982 000142768851",9,"MG06",0,1,0.21,0.475,"yes no","TI but no PI in cohort",0,0.858333522079099,0.878201854238065
"1099","982 000142769046",9,"MG06",0,1,0.21,0.435,"yes no","TI but no PI in cohort",0,0.874807602790726,0.893724166429411
"1100","982 000142769330",9,"MG06",0,1,0.21,0.487,"yes no","TI but no PI in cohort",0,0.85305011424393,0.873178227778795
"1101","982 000142769632",9,"MG06",0,1,0.21,0.497,"yes no","TI but no PI in cohort",0,0.848523581642474,0.868857541337362
"1102","982 000142770076",9,"MG06",0,1,0.21,0.46,"yes no","TI but no PI in cohort",0,0.864713716944331,0.884239475534468
"1103","982 000142770135",9,"MG06",0,1,0.21,0.46,"yes no","TI but no PI in cohort",0,0.864713716944331,0.884239475534468
"1104","982 000142770142",9,"MG06",0,1,0.21,0.429,"yes no","TI but no PI in cohort",0,0.877132066814024,0.895896235571503
"1105","982 000142771156",9,"MG06",0,1,0.21,0.464,"yes no","TI but no PI in cohort",0,0.863036419390237,0.882655354500651
"1106","982 000142774977",9,"MG06",1,1,0.21,0.441,"yes no","TI but no PI in cohort",0,0.872445558598259,0.891512266100649
"1107","982 000142795021",9,"MG06",0,1,0.21,0.478,"yes no","TI but no PI in cohort",0,0.857027728500598,0.876962251607048
"1108","982 000142859696",9,"MG11",0,0,0.21,0.51,"yes no","TI but no PI in cohort",0,0.842468591800158,0.863054451785933
"1109","982 000142870260",9,"MG11",0,0,0.21,0.508,"yes no","TI but no PI in cohort",0,0.843412774149911,0.863961090921392
"1113","982 000143119993",9,"MG11",0,0,0.21,0.504,"yes no","TI but no PI in cohort",0,0.84528730823873,0.865759197535137
"1157","982 000143669268",9,"MG09",0,1,0.22,0.407,"yes no","no BVDV in cohort",0,0.831216219452457,0.849149444106463
"1158","982 000143669276",9,"MG09",0,1,0.22,0.411,"yes no","no BVDV in cohort",0,0.829205644878455,0.847168130421265
"1159","982 000143669297",9,"MG09",0,1,0.22,0.398,"yes no","no BVDV in cohort",0,0.835670982101323,0.85353015841074
"1160","982 000143669305",9,"MG09",0,1,0.22,0.408,"yes no","no BVDV in cohort",0,0.830715350895554,0.848656104721083
"1161","982 000143669494",9,"MG09",0,1,0.22,0.424,"yes no","no BVDV in cohort",0,0.822539953720866,0.840581376427643
"1162","982 000143669505",9,"MG09",0,1,0.22,0.42,"yes no","no BVDV in cohort",0,0.824612399206192,0.842632218884534
"1163","982 000143669509",9,"MG09",0,1,0.22,0.391,"yes no","no BVDV in cohort",0,0.839070112748177,0.856864089711365
"1164","982 000143669584",9,"MG09",0,1,0.22,0.416,"yes no","no BVDV in cohort",0,0.826665742158474,0.844661553820993
"1165","982 000143669683",9,"MG09",0,1,0.22,0.4,"yes no","no BVDV in cohort",0,0.834689268251124,0.852565864828991
"1166","982 000143669823",9,"MG09",0,0,0.22,0.388,"yes no","no BVDV in cohort",0,0.840509394822213,0.858273456556048
"1167","982 000143669831",9,"MG09",0,1,0.22,0.415,"yes no","no BVDV in cohort",0,0.827176099733207,0.845165538678912
"1168","982 000143669893",9,"MG09",0,1,0.22,0.401,"yes no","no BVDV in cohort",0,0.834196650210609,0.852081752163155
"1169","982 000143669965",9,"MG09",0,1,0.22,0.406,"yes no","no BVDV in cohort",0,0.831715906278598,0.849641460261482
"1170","982 000143671857",9,"MG09",0,1,0.22,0.437,"yes no","no BVDV in cohort",0,0.81567194578625,0.833766449177556
"1171","982 000143671912",9,"MG09",0,1,0.22,0.409,"yes no","no BVDV in cohort",0,0.830213299606532,0.848161440423876
