"","AnimalID","feedlot","cohort","Y","A","age","weight","mix_hist","PIgroup","PV_vacc","ps.re","ps.fe"
"709","982 000121405064",4,"CR12",1,0,0.19,0.455,"yes no","TI but no PI in cohort",1,0.675370027605318,0.682571859563419
"710","982 000121405116",4,"CR12",1,1,0.19,0.462,"yes no","TI but no PI in cohort",1,0.669873640253826,0.676709976169519
"711","982 000121405397",4,"CR12",1,0,0.19,0.481,"yes no","TI but no PI in cohort",1,0.654722255573881,0.660520632747484
"712","982 000121405430",4,"CR12",0,0,0.19,0.451,"yes no","TI but no PI in cohort",1,0.678489379230969,0.685895842449749
"713","982 000121410770",4,"CR13",1,1,0.21,0.434,"yes no","PI animal in cohort",0,0.770352810476448,0.763099485831065
"721","982 000122096805",4,"CR11",1,0,0.19,0.455,"no no","PI animal in cohort",0,0.524200536692923,0.525371018798347
"722","982 000122098814",4,"CR11",1,0,0.19,0.468,"no no","PI animal in cohort",0,0.512627677454637,0.512889826019838
"723","982 000122099167",4,"CR11",1,0,0.19,0.422,"no no","PI animal in cohort",0,0.553433126170249,0.556876715700258
"727","982 000123406321",4,"CR11",0,1,0.19,0.489,"no no","PI animal in cohort",0,0.493909813952378,0.492700660032541
"749","982 000123716490",4,"CR05",1,0,0.19,0.423,"no no","PI animal in cohort",0,0.552551671012603,0.55592740191805
"750","982 000123784794",4,"CR05",0,0,0.19,0.475,"no no","PI animal in cohort",0,0.506389731878072,0.506161523649019
"751","982 000123785457",4,"CR07",1,1,0.24,0.435,"no no","PI animal in cohort",0,0.534602168515738,0.535033603579309
"752","982 000124067266",4,"CR04",1,1,0.19,0.439,"yes no","PI animal before cohort",0,0.960320029945976,0.957321489596378
"763","982 000124264541",4,"CR05",1,1,0.19,0.424,"no no","PI animal in cohort",0,0.551669885436764,0.554977679638724
"769","982 000124750943",4,"CR04",1,1,0.19,0.436,"yes no","PI animal before cohort",0,0.960725666763197,0.957790442810575
"770","982 000124757968",4,"CR04",0,1,0.19,0.42,"yes no","PI animal before cohort",0,0.962822728367208,0.960209431772387
"771","982 000124759743",4,"CR04",1,1,0.19,0.412,"yes no","PI animal before cohort",0,0.963830482517786,0.961368548876509
"774","982 000124951015",4,"CR09",0,1,0.17,0.412,"yes no","TI but no PI in cohort",1,0.710483506128785,0.720361448869816
"775","982 000124952872",4,"CR09",1,1,0.17,0.49,"yes no","TI but no PI in cohort",1,0.650126457780453,0.656165306316564
"783","982 000134437259",4,"CR09",0,1,0.17,0.427,"yes no","TI but no PI in cohort",0,0.698667305155019,0.691457380168266
"784","982 000134449896",4,"CR10",0,1,0.19,0.436,"yes no","PI animal before cohort",0,0.960725666763197,0.957790442810575
"785","982 000134459660",4,"CR10",0,1,0.19,0.452,"yes no","PI animal before cohort",0,0.958515412678141,0.95523125260249
"803","982 000134519133",4,"CR10",0,1,0.18,0.429,"yes no","PI animal in cohort",0,0.776584618599643,0.770627471098018
"815","982 000135824417",4,"CR12",1,1,0.19,0.434,"yes no","TI but no PI in cohort",0,0.690866320293161,0.682387544748579
"837","982 000136527227",4,"CR06",0,0,0.23,0.475,"yes no","PI animal in cohort",0,0.741211994914483,0.730429281227968
"838","982 000136527797",4,"CR11",0,1,0.16,0.418,"yes no","PI animal in cohort",1,0.785870181716168,0.794299419286826
"882","982 000136946131",4,"CR17",0,0,0.23,0.463,"yes no","PI animal in cohort",0,0.749334853357982,0.739419972093265
"883","982 000137129346",4,"CR07",1,1,0.11,0.452,"no no","PI animal in cohort",0,0.538642694302827,0.54342017492365
"884","982 000137132433",4,"CR07",0,1,0.11,0.4,"no no","PI animal in cohort",0,0.58426465872563,0.592454522861649
"885","982 000137137281",4,"CR07",0,1,0.11,0.446,"no no","PI animal in cohort",0,0.543954965430813,0.549139979548518
"886","982 000137226755",4,"CR11",0,1,0.16,0.464,"yes no","PI animal in cohort",1,0.75697738021856,0.763887790202901
"887","982 000137314594",4,"CR13",1,0,0.21,0.47,"no no","PI animal before cohort",0,0.88222619825693,0.877965151673818
"888","982 000137552848",4,"CR11",0,0,0.16,0.44,"yes no","PI animal in cohort",1,0.772373107075608,0.780129725502138
"891","982 000137873494",4,"CR13",0,1,0.21,0.48,"yes no","PI animal in cohort",0,0.740058787009042,0.72964515811066
"899","982 000138246194",4,"CR09",0,1,0.17,0.48,"yes no","TI but no PI in cohort",1,0.658193433064266,0.664789940133895
"920","982 000138651555",4,"CR10",1,1,0.18,0.488,"yes no","PI animal in cohort",0,0.737978121839787,0.728085722891284
"921","982 000138655518",4,"CR10",1,1,0.19,0.435,"yes no","PI animal before cohort",0,0.9608599930823,0.957945663076395
"933","982 000138895094",4,"CR17",0,1,0.23,0.448,"yes no","PI animal in cohort",0,0.759247088264537,0.750381690659254
"934","982 000139069674",4,"CR18",0,1,0.27,0.449,"yes no","PI animal in cohort",0,0.754236848125217,0.743892284396562
"935","982 000139073083",4,"CR18",0,1,0.27,0.446,"yes no","PI animal in cohort",0,0.756214402117205,0.74608438447411
"936","982 000139073237",4,"CR18",1,0,0.27,0.388,"yes no","PI animal in cohort",0,0.792301850081049,0.785989141543283
"937","982 000139073491",4,"CR18",0,1,0.27,0.454,"yes no","PI animal in cohort",0,0.750916968657803,0.740211310754458
"938","982 000139079727",4,"CR18",0,1,0.27,0.427,"yes no","PI animal in cohort",0,0.768486968873655,0.759677912363763
"939","982 000139080244",4,"CR18",1,0,0.27,0.44,"yes no","PI animal in cohort",0,0.760137054591895,0.750431305674117
"940","982 000139080344",4,"CR18",0,0,0.27,0.41,"yes no","PI animal in cohort",0,0.779096221344225,0.77141173811366
"941","982 000139080348",4,"CR18",0,0,0.27,0.406,"yes no","PI animal in cohort",0,0.78154127123914,0.774113291995407
"942","982 000139082926",4,"CR18",0,1,0.27,0.413,"yes no","PI animal in cohort",0,0.777249606959748,0.76937070296881
"943","982 000139082983",4,"CR18",0,1,0.27,0.442,"yes no","PI animal in cohort",0,0.758834319968964,0.748987868073985
"944","982 000139084952",4,"CR18",0,1,0.27,0.433,"yes no","PI animal in cohort",0,0.76465859150036,0.755439559396861
"945","982 000139085227",4,"CR18",0,1,0.27,0.436,"yes no","PI animal in cohort",0,0.762728043424268,0.753301518717662
"955","982 000139161208",4,"CR12",1,1,0.2,0.441,"yes no","TI but no PI in cohort",0,0.68423396912596,0.674852722890033
"971","982 000139725205",4,"CR16",1,1,0.13,0.42,"no no","PI animal before cohort",0,0.903721883408168,0.902614616151413
"975","982 000139956794",4,"CR11",1,0,0.16,0.491,"yes no","PI animal in cohort",1,0.738830746795593,0.744647573445158
"976","982 000140046574",4,"CR16",0,1,0.13,0.469,"no no","PI animal before cohort",0,0.8874098468187,0.884745349076889
"980","982 000140416564",4,"CR14",1,0,0.2,0.474,"no no","TI but no PI in cohort",0,0.402575621083999,0.40146436133538
"981","982 000140416606",4,"CR14",1,1,0.2,0.49,"no no","TI but no PI in cohort",0,0.388933176087372,0.386770804248725
"982","982 000140416721",4,"CR14",0,1,0.2,0.492,"no no","TI but no PI in cohort",0,0.387239562787948,0.384947924877679
"983","982 000140417545",4,"CR14",1,1,0.2,0.486,"no no","TI but no PI in cohort",0,0.392328421261137,0.390426051811037
"984","982 000140424035",4,"CR14",0,1,0.2,0.475,"no no","TI but no PI in cohort",0,0.401718296306427,0.400540506807556
"985","982 000140603181",4,"CR12",1,0,0.19,0.474,"yes no","TI but no PI in cohort",1,0.660342995709602,0.666531408076167
"986","982 000140798522",4,"CR10",0,1,0.19,0.421,"yes no","PI animal before cohort",0,0.962694876522793,0.960062218605923
"990","982 000140997842",4,"CR10",0,1,0.19,0.437,"yes no","PI animal before cohort",0,0.960590898351322,0.957634674972243
"991","982 000141011014",4,"CR10",0,1,0.19,0.45,"yes no","PI animal before cohort",0,0.95879807145408,0.955559064595693
"1003","982 000141261073",4,"CR09",1,0,0.19,0.446,"no no","TI but no PI in cohort",0,0.428251835555301,0.429461738616159
"1004","982 000141261265",4,"CR09",1,0,0.19,0.456,"no no","TI but no PI in cohort",0,0.41954391046754,0.420064270203973
"1005","982 000141261512",4,"CR09",0,0,0.19,0.439,"no no","TI but no PI in cohort",0,0.43437427104168,0.436070776630562
"1006","982 000141266266",4,"CR09",1,0,0.19,0.452,"no no","TI but no PI in cohort",0,0.423021388235304,0.423816704707546
"1007","982 000141266568",4,"CR09",1,0,0.19,0.436,"no no","TI but no PI in cohort",0,0.437004427784357,0.438910330869495
"1008","982 000141266714",4,"CR09",1,0,0.19,0.396,"no no","TI but no PI in cohort",0,0.472354876119308,0.477081654984571
"1010","982 000141269446",4,"CR09",1,0,0.19,0.479,"no no","TI but no PI in cohort",0,0.399712992302778,0.3986790468788
"1011","982 000141269871",4,"CR09",1,0,0.19,0.442,"no no","TI but no PI in cohort",0,0.431747804621919,0.43323540847108
"1012","982 000141270381",4,"CR09",1,0,0.19,0.462,"no no","TI but no PI in cohort",0,0.414342743020695,0.414453029547684
"1013","982 000141270789",4,"CR09",0,0,0.19,0.457,"no no","TI but no PI in cohort",0,0.418675773947652,0.419127585892657
"1014","982 000141270857",4,"CR09",1,0,0.19,0.496,"no no","TI but no PI in cohort",0,0.385259992786303,0.383112617621029
"1015","982 000141271995",4,"CR09",1,1,0.19,0.481,"no no","TI but no PI in cohort",0,0.398003011908129,0.396836362638894
"1017","982 000141307946",4,"CR12",0,1,0.18,0.479,"no no","TI but no PI in cohort",0,0.401132614993741,0.400508704851422
"1018","982 000141321529",4,"CR12",1,0,0.18,0.476,"no no","TI but no PI in cohort",0,0.403705151759994,0.403282291886919
"1022","982 000141390322",4,"CR21",1,1,0.17,0.46,"yes no","TI but no PI in cohort",1,0.674052439855198,0.681709190130281
"1023","982 000141407317",4,"CR10",1,0,0.18,0.498,"yes no","PI animal in cohort",0,0.731024644289436,0.720404702683283
"1024","982 000141427196",4,"CR10",0,0,0.18,0.43,"yes no","PI animal in cohort",0,0.77596532554838,0.769946906560825
"1025","982 000141428301",4,"CR10",1,1,0.18,0.415,"yes no","PI animal in cohort",0,0.785126462043437,0.780006527290815
"1027","982 000141466363",4,"CR12",1,1,0.18,0.479,"no no","TI but no PI in cohort",0,0.401132614993741,0.400508704851422
"1028","982 000141466763",4,"CR12",1,1,0.18,0.475,"no no","TI but no PI in cohort",0,0.404563849485171,0.404208206212687
"1029","982 000141467877",4,"CR12",1,0,0.18,0.439,"no no","TI but no PI in cohort",0,0.435827620053972,0.437947057406734
"1034","982 000141779790",4,"CR04",1,1,0.19,0.458,"yes no","PI animal before cohort",0,0.957656264338272,0.954233934939698
"1036","982 000141802013",4,"CR04",1,1,0.19,0.441,"yes no","PI animal before cohort",0,0.960047377228917,0.957006092943768
"1037","982 000141899556",4,"CR22",0,1,0.17,0.493,"yes no","TI but no PI in cohort",0,0.646939164552333,0.634852762669669
"1038","982 000141900876",4,"CR22",0,1,0.17,0.481,"yes no","TI but no PI in cohort",0,0.656650356490851,0.645483971602896
"1041","982 000141963204",4,"CR17",0,1,0.23,0.46,"yes no","PI animal in cohort",0,0.751338847436178,0.741637056935519
"1042","982 000141963781",4,"CR11",0,1,0.19,0.463,"no no","PI animal in cohort",0,0.517081059152753,0.517693040076408
"1043","982 000141963980",4,"CR11",1,0,0.19,0.417,"no no","PI animal in cohort",0,0.557835256450202,0.561616921202623
"1044","982 000141964037",4,"CR11",0,1,0.19,0.427,"no no","PI animal in cohort",0,0.549022600475226,0.552126129531225
"1045","982 000141978675",4,"CR10",0,1,0.18,0.466,"yes no","PI animal in cohort",0,0.752862073238761,0.744511004876503
"1046","982 000141989710",4,"CR21",0,0,0.17,0.434,"yes no","TI but no PI in cohort",1,0.694084371411776,0.703002944296765
"1057","982 000142111512",4,"CR12",1,1,0.19,0.445,"yes no","TI but no PI in cohort",0,0.682427011986449,0.673147971312892
"1061","982 000142136459",4,"CR10",0,1,0.19,0.436,"yes no","PI animal before cohort",0,0.960725666763197,0.957790442810575
"1062","982 000142179636",4,"CR22",1,1,0.17,0.4,"yes no","TI but no PI in cohort",0,0.718541485187026,0.713161565811099
"1063","982 000142185901",4,"CR22",0,1,0.17,0.478,"yes no","TI but no PI in cohort",0,0.65905819303391,0.648119945021732
"1064","982 000142185989",4,"CR22",0,1,0.17,0.424,"yes no","TI but no PI in cohort",0,0.700914693151237,0.693913617556509
"1065","982 000142193270",4,"CR22",1,1,0.17,0.402,"yes no","TI but no PI in cohort",0,0.717096916902672,0.711585415958736
"1066","982 000142276108",4,"CR14",1,1,0.23,0.482,"no no","TI but no PI in cohort",0,0.391500135753554,0.388644066091463
"1072","982 000142395890",4,"CR09",1,0,0.19,0.498,"no no","TI but no PI in cohort",0,0.383572334243865,0.381296259182531
"1081","982 000142663378",4,"CR14",0,1,0.23,0.439,"no no","TI but no PI in cohort",0,0.428572389986262,0.428584456058745
"1089","982 000142694051",4,"CR12",0,1,0.19,0.47,"yes no","TI but no PI in cohort",1,0.663534805095446,0.669942138654747
"1112","982 000143074560",4,"CR17",1,0,0.23,0.439,"yes no","PI animal in cohort",0,0.765064477507354,0.756809189084885
"1117","982 000143272425",4,"CR21",1,0,0.18,0.43,"no no","TI but no PI in cohort",0,0.443734285152869,0.446485200698188
"1118","982 000143273014",4,"CR21",1,0,0.18,0.415,"no no","TI but no PI in cohort",0,0.456973675101046,0.460783400285908
"1119","982 000143273403",4,"CR21",1,0,0.18,0.428,"no no","TI but no PI in cohort",0,0.445495344578525,0.448387043646452
"1121","982 000143303311",4,"CR13",1,1,0.21,0.449,"yes no","PI animal in cohort",0,0.760753736620301,0.752512057109842
"1127","982 000143423279",4,"CR21",0,1,0.17,0.437,"yes no","TI but no PI in cohort",1,0.691808226306543,0.700588173812792
"1128","982 000143429360",4,"CR21",1,1,0.17,0.444,"yes no","TI but no PI in cohort",1,0.686460949000916,0.694910285296725
"1129","982 000143532160",4,"CR09",0,0,0.16,0.45,"no no","TI but no PI in cohort",0,0.429103044504981,0.431298845262018
"1132","982 000143534393",4,"CR09",1,0,0.16,0.42,"no no","TI but no PI in cohort",0,0.455484342880232,0.459795012554754
"1138","982 000143553561",4,"CR18",1,1,0.31,0.479,"no no","PI animal before cohort",0,0.872412453688092,0.865579090228501
"1139","982 000143560995",4,"CR11",1,0,0.16,0.42,"yes no","PI animal in cohort",1,0.784667616309865,0.793039729562199
"1151","982 000143590731",4,"CR11",1,0,0.16,0.436,"yes no","PI animal in cohort",1,0.774871068229761,0.782757262306944
"1152","982 000143591531",4,"CR11",1,0,0.16,0.418,"yes no","PI animal in cohort",1,0.785870181716168,0.794299419286826
"1153","982 000143591762",4,"CR11",0,0,0.16,0.467,"yes no","PI animal in cohort",1,0.755004010248198,0.761800318924032
"1155","982 000143603125",4,"CR11",1,0,0.16,0.436,"yes no","PI animal in cohort",1,0.774871068229761,0.782757262306944
"1156","982 000143649192",4,"CR12",1,1,0.19,0.452,"yes no","TI but no PI in cohort",0,0.676992963139169,0.667196910576101
"1182","982 000143694736",4,"CR18",0,1,0.31,0.428,"no no","PI animal before cohort",0,0.891322277172488,0.886811600016197
"1183","982 000143731129",4,"CR12",1,1,0.2,0.468,"yes no","TI but no PI in cohort",0,0.6630732074728,0.651665662392344
"1186","982 000143922475",4,"CR17",0,0,0.23,0.454,"yes no","PI animal in cohort",0,0.755314566492074,0.746034197739859
"1201","982 000145684025",4,"CR11",0,1,0.16,0.407,"yes no","PI animal in cohort",1,0.792396814008374,0.801126043763919
"1202","982 000145692663",4,"CR14",1,1,0.21,0.417,"yes no","TI but no PI in cohort",0,0.701189041919587,0.693152431080413
"1209","982 000146163021",4,"CR17",0,0,0.23,0.438,"yes no","PI animal in cohort",0,0.765704805137662,0.757516378805786
"1219","982 000147192394",4,"CR09",1,1,0.16,0.386,"no no","TI but no PI in cohort",0,0.485680027103611,0.492401293722917
"1220","982 000147226250",4,"CR10",1,1,0.18,0.402,"no no","PI animal in cohort",0,0.572432415488748,0.577628578510442
"1221","982 000147228040",4,"CR09",1,1,0.16,0.397,"no no","TI but no PI in cohort",0,0.475888665901191,0.481831665783355
"1222","982 000147230807",4,"CR09",0,0,0.16,0.4,"no no","TI but no PI in cohort",0,0.473221191290261,0.478951461545808
"1223","982 000147232675",4,"CR10",1,1,0.18,0.4,"no no","PI animal in cohort",0,0.574177028606699,0.579504192512004
"1224","982 000147235699",4,"CR10",1,1,0.18,0.38,"no no","PI animal in cohort",0,0.591514936828234,0.598125886432088
"1225","982 000147236406",4,"CR10",1,1,0.18,0.39,"no no","PI animal in cohort",0,0.582871597617906,0.58884685282017
"1226","982 000147250651",4,"CR11",1,0,0.19,0.468,"no no","PI animal in cohort",0,0.512627677454637,0.512889826019838
"1233","982 000147375126",4,"CR11",1,1,0.19,0.419,"no no","PI animal in cohort",0,0.556075455024155,0.559722138588175
"1235","982 000147561198",4,"CR11",0,1,0.19,0.463,"no no","PI animal in cohort",0,0.517081059152753,0.517693040076408
"1247","982 000147890690",4,"CR10",0,1,0.18,0.407,"no no","PI animal in cohort",0,0.568063084251432,0.572929850527148
"1248","982 000147890704",4,"CR09",1,0,0.16,0.419,"no no","TI but no PI in cohort",0,0.456368885128954,0.460750491558145
"1249","982 000147890892",4,"CR10",1,0,0.18,0.401,"no no","PI animal in cohort",0,0.573304950065261,0.578566668900198
"1250","982 000147891159",4,"CR09",0,0,0.16,0.409,"no no","TI but no PI in cohort",0,0.465228538547137,0.470320002370605
"1251","982 000147891177",4,"CR10",1,1,0.18,0.43,"no no","PI animal in cohort",0,0.547837671132639,0.551158458113632
"1252","982 000147891325",4,"CR10",0,1,0.18,0.398,"no no","PI animal in cohort",0,0.575919796865122,0.581377513759358
"1253","982 000147891333",4,"CR09",1,0,0.16,0.432,"no no","TI but no PI in cohort",0,0.444893299885054,0.448354284104967
"1254","982 000147929034",4,"CR18",1,0,0.27,0.465,"yes no","PI animal in cohort",0,0.743508399450617,0.731993215893703
"1259","982 000148140261",4,"CR06",1,0,0.22,0.413,"no no","PI animal in cohort",0,0.556977821397411,0.559771098283718
"1260","982 000148271211",4,"CR21",0,0,0.29,0.497,"yes no","TI but no PI in cohort",0,0.627239455480875,0.609733845473782
"1261","982 000148448247",4,"CR06",1,1,0.22,0.413,"no no","PI animal in cohort",0,0.556977821397411,0.559771098283718
"1262","982 000148454774",4,"CR06",1,0,0.22,0.425,"no no","PI animal in cohort",0,0.546394923219087,0.548367960091575
"1263","982 000148475067",4,"CR06",1,0,0.22,0.445,"no no","PI animal in cohort",0,0.52866791026471,0.529255240821804
"1264","982 000148475385",4,"CR06",1,0,0.22,0.458,"no no","PI animal in cohort",0,0.517103612829142,0.516782243458533
"1265","982 000148475403",4,"CR06",1,0,0.22,0.467,"no no","PI animal in cohort",0,0.509086066687351,0.508133886000414
"1266","982 000148707603",4,"CR06",0,0,0.22,0.449,"no no","PI animal in cohort",0,0.525112362822912,0.525420559562859
"1267","982 000148892244",4,"CR17",0,1,0.23,0.466,"yes no","PI animal in cohort",0,0.747320140317763,0.737190603748716
"1279","982 000149641359",4,"CR19",0,1,0.15,0.486,"no no","PI animal in cohort",0,0.502496919602525,0.503210917482025
"1280","982 000149908155",4,"CR14",1,1,0.21,0.45,"yes no","TI but no PI in cohort",0,0.675965595038458,0.665516144366405
"1285","982 000150536583",4,"CR18",0,1,0.28,0.478,"no no","PI animal in cohort",0,0.490412551928512,0.486121866641683
"1287","982 000150686478",4,"CR12",0,0,0.2,0.438,"yes no","TI but no PI in cohort",0,0.686540707490137,0.677379470808465
"1289","982 000150748852",4,"CR19",0,1,0.16,0.464,"yes no","PI animal in cohort",0,0.756372442094739,0.748850885848764
"1290","982 000150750359",4,"CR19",0,1,0.16,0.463,"yes no","PI animal in cohort",0,0.757028936567968,0.749573560233003
"1291","982 000150750727",4,"CR19",0,1,0.16,0.49,"yes no","PI animal in cohort",0,0.738884824939143,0.729579834202748
"1292","982 000150750835",4,"CR19",0,1,0.16,0.469,"yes no","PI animal in cohort",0,0.753071966521457,0.745216771409703
"1293","982 000150750907",4,"CR19",0,1,0.16,0.468,"yes no","PI animal in cohort",0,0.753734458997803,0.745946355212962
"1294","982 000150750970",4,"CR19",0,1,0.16,0.461,"yes no","PI animal in cohort",0,0.758338317774499,0.751014749450583
"1295","982 000150751316",4,"CR19",0,1,0.16,0.457,"yes no","PI animal in cohort",0,0.760942625932524,0.753880453172736
"1296","982 000150773360",4,"CR07",0,1,0.24,0.455,"no no","PI animal in cohort",0,0.516821834537121,0.515854795692482
"1298","982 000150931946",4,"CR18",0,1,0.28,0.475,"no no","PI animal in cohort",0,0.493086224551074,0.489004722683821
"1299","982 000150933085",4,"CR18",1,1,0.28,0.405,"no no","PI animal in cohort",0,0.55526193728781,0.556074539410913
"1307","982 000151591357",4,"CR10",0,1,0.18,0.411,"no no","PI animal in cohort",0,0.56455994331824,0.569161326276079
"1308","982 000151591563",4,"CR10",0,1,0.18,0.402,"no no","PI animal in cohort",0,0.572432415488748,0.577628578510442
"1309","982 000151592790",4,"CR09",0,1,0.16,0.446,"no no","TI but no PI in cohort",0,0.432600704693962,0.435076347829278
"1310","982 000151594518",4,"CR09",0,1,0.16,0.382,"no no","TI but no PI in cohort",0,0.489243645958764,0.496246977453264
"1311","982 000151597233",4,"CR09",0,0,0.16,0.419,"no no","TI but no PI in cohort",0,0.456368885128954,0.460750491558145
"1312","982 000151605641",4,"CR09",0,1,0.16,0.403,"no no","TI but no PI in cohort",0,0.470555244528686,0.476072655986679
"1313","982 000151606426",4,"CR10",0,1,0.18,0.406,"no no","PI animal in cohort",0,0.568937820875069,0.573870678027178
"1314","982 000151606682",4,"CR10",1,1,0.18,0.427,"no no","PI animal in cohort",0,0.550486216788249,0.554011192579192
"1315","982 000151607202",4,"CR09",0,0,0.16,0.388,"no no","TI but no PI in cohort",0,0.483898740873831,0.490478760576626
"1317","982 000151901695",4,"CR21",0,1,0.17,0.431,"yes no","TI but no PI in cohort",1,0.696351084531301,0.705406428776074
"1336","982 000152343931",4,"CR11",1,1,0.16,0.419,"yes no","PI animal in cohort",1,0.78526951065865,0.793670285842328
"1337","982 000152366935",4,"CR16",1,1,0.13,0.426,"no no","PI animal before cohort",0,0.901844163494452,0.900567164764993
"1340","982 000152393682",4,"CR16",1,1,0.13,0.475,"no no","PI animal before cohort",0,0.885254385546794,0.882371169964924
"1342","982 000152398117",4,"CR16",0,1,0.13,0.41,"no no","PI animal before cohort",0,0.906780152327431,0.905943521402328
"1344","982 000152600385",4,"CR16",1,1,0.13,0.434,"no no","PI animal before cohort",0,0.89928980795302,0.897777712283262
"1345","982 000152600660",4,"CR16",0,1,0.13,0.417,"no no","PI animal before cohort",0,0.904648658101771,0.903624174410547
"1346","982 000152607486",4,"CR16",1,1,0.13,0.433,"no no","PI animal before cohort",0,0.899612301472364,0.898130149386345
"1347","982 000152607627",4,"CR16",1,1,0.13,0.435,"no no","PI animal before cohort",0,0.89896639478104,0.897424195119507
"1348","982 000152607778",4,"CR16",1,1,0.13,0.413,"no no","PI animal before cohort",0,0.905871939243259,0.904955703370986
"1349","982 000152607868",4,"CR16",1,1,0.13,0.4,"no no","PI animal before cohort",0,0.909750976841962,0.909170086140346
"1350","982 000152607884",4,"CR16",1,1,0.13,0.423,"no no","PI animal before cohort",0,0.902787068835019,0.901595634196232
"1351","982 000152607934",4,"CR16",0,1,0.13,0.445,"no no","PI animal before cohort",0,0.895681270331364,0.89382910498859
"1353","982 000152608705",4,"CR16",1,1,0.13,0.395,"no no","PI animal before cohort",0,0.911204187735698,0.910745731451616
"1355","982 000152608933",4,"CR16",1,1,0.13,0.41,"no no","PI animal before cohort",0,0.906780152327431,0.905943521402328
"1416","982 000154938592",4,"CR18",0,1,0.28,0.47,"no no","PI animal in cohort",0,0.497543148995883,0.493811013807857
"1417","982 000154938800",4,"CR18",1,1,0.28,0.437,"no no","PI animal in cohort",0,0.526935506764048,0.525519639589702
"1419","982 000159341059",4,"CR10",1,1,0.18,0.432,"no no","PI animal in cohort",0,0.546070458171862,0.549254751615672
"1420","982 000159342569",4,"CR09",1,0,0.16,0.44,"no no","TI but no PI in cohort",0,0.437859710649296,0.440756631535427
"1421","982 000159342738",4,"CR10",1,1,0.18,0.382,"no no","PI animal in cohort",0,0.589790608899964,0.596275467352488
"1422","982 000159342859",4,"CR10",1,0,0.18,0.42,"no no","PI animal in cohort",0,0.556654784042882,0.56065343836444
"1423","982 000159343445",4,"CR10",1,1,0.18,0.398,"no no","PI animal in cohort",0,0.575919796865122,0.581377513759358
"1424","982 000159343482",4,"CR09",1,0,0.16,0.446,"no no","TI but no PI in cohort",0,0.432600704693962,0.435076347829278
"1425","982 000159343586",4,"CR10",0,1,0.18,0.392,"no no","PI animal in cohort",0,0.581136620169905,0.586983211106534
"1426","982 000159343759",4,"CR10",0,0,0.18,0.411,"no no","PI animal in cohort",0,0.56455994331824,0.569161326276079
"1427","982 000159575450",4,"CR22",0,0,0.18,0.476,"no no","TI but no PI in cohort",0,0.403705151759994,0.403282291886919
"1428","982 000159578325",4,"CR22",0,1,0.18,0.459,"no no","TI but no PI in cohort",0,0.418379180578597,0.419111462814955
"1430","982 000159789701",4,"CR18",0,1,0.28,0.477,"no no","PI animal in cohort",0,0.491303722751411,0.487082725540418
"1431","982 000159991885",4,"CR12",0,1,0.2,0.433,"yes no","TI but no PI in cohort",0,0.69036481617468,0.681567728869327
"1432","982 000159994435",4,"CR12",1,1,0.2,0.467,"yes no","TI but no PI in cohort",0,0.663869385836673,0.652538229824917
"1433","982 000159995815",4,"CR12",0,0,0.2,0.433,"yes no","TI but no PI in cohort",0,0.69036481617468,0.681567728869327
"1434","982 000160168088",4,"CR12",0,0,0.2,0.439,"yes no","TI but no PI in cohort",0,0.68577281179199,0.67653836320009
"1435","982 000161381351",4,"CR10",1,0,0.18,0.4,"no no","PI animal in cohort",0,0.574177028606699,0.579504192512004
"1436","982 000161392156",4,"CR22",1,1,0.17,0.458,"yes no","TI but no PI in cohort",0,0.674896894981754,0.665457173696406
"1437","982 000161399846",4,"CR10",1,1,0.18,0.38,"no no","PI animal in cohort",0,0.591514936828234,0.598125886432088
"1439","982 000161619796",4,"CR22",1,1,0.17,0.406,"yes no","TI but no PI in cohort",0,0.714194356139198,0.708417721036655
"1440","982 000161619967",4,"CR22",1,0,0.17,0.391,"yes no","TI but no PI in cohort",0,0.724986184502596,0.72019008158829
"1441","982 000161620036",4,"CR22",0,1,0.17,0.393,"yes no","TI but no PI in cohort",0,0.723561967810981,0.718637315658792
"1442","982 000161620332",4,"CR22",0,0,0.17,0.391,"yes no","TI but no PI in cohort",0,0.724986184502596,0.72019008158829
"1443","982 000161763582",4,"CR22",1,0,0.17,0.416,"yes no","TI but no PI in cohort",0,0.70686042293372,0.700409728621981
"1444","982 000161951195",4,"CR18",0,1,0.31,0.464,"no no","PI animal before cohort",0,0.878248519897451,0.872151338712373
"1448","982 000162376448",4,"CR10",1,1,0.18,0.417,"no no","PI animal in cohort",0,0.559293230140783,0.56349361924346
"1449","982 000162376870",4,"CR10",1,0,0.18,0.397,"no no","PI animal in cohort",0,0.576790476250969,0.582313298614655
"1450","982 000162376980",4,"CR09",1,0,0.16,0.434,"no no","TI but no PI in cohort",0,0.443132718461878,0.446452467646434
"1451","982 000162457020",4,"CR22",0,0,0.17,0.409,"yes no","TI but no PI in cohort",0,0.712005753783847,0.706028566114848
"1474","982 000165158696",4,"CR18",1,1,0.28,0.475,"no no","PI animal in cohort",0,0.493086224551074,0.489004722683821
"1475","982 000165176691",4,"CR09",1,0,0.19,0.45,"no no","TI but no PI in cohort",0,0.42476301446424,0.425696250219341
"1478","982 000165855153",4,"CR20",1,1,0.14,0.38,"no no","TI but no PI in cohort",0,0.493981725172582,0.501983081463445
